	names	pvalues	qvalues	log2FC
0	A1BG	0.13931462327334007	0.2455877891290907	0.9070494815065069
1	A1BG-AS1	0.3391699317346144	0.4859474675518941	0.5026353840161226
2	A1CF			-0.0
3	A2M	2.9036554922108737e-08	8.145509548433254e-08	2.2141389749949987
4	A2M-AS1	0.8557775124984888	0.8917080917503606	-0.17926103354423706
5	A2ML1	0.4301778484345187	0.562219933322873	-738.3954372902346
6	A2ML1-AS1	0.30998303859830956	0.4549907055736643	0.7992116350640286
7	A3GALT2	0.1708567562052492	0.28658504813340974	-739.5158926023006
8	A4GALT	0.07371199871158989	0.1432456332631655	739.3770026135039
9	A4GNT			-0.0
10	AAAS	0.801686939770061	0.852092839669121	0.11498579463027259
11	AACS	0.19951667730731826	0.32699199045692456	0.30343742169906274
12	AADAC			-0.0
13	AADACL2	0.20650689313857085	0.3321062598879177	739.0324127487539
14	AADACL2-AS1	0.07371199871158989	0.1432456332631655	739.9230650311362
15	AADACL3			-0.0
16	AADACL4			-0.0
17	AADAT	0.7390076609443792	0.802735606923889	0.2354917883682459
18	AAED1	0.46807672885611273	0.6016187886941033	0.15963725569092047
19	AAGAB	0.7092498990716807	0.782589707439162	-0.005440075906641084
20	AAK1	0.24586582538383606	0.37938238534076324	-0.10244800937664983
21	AAMDC	0.7590187561191958	0.8192263984852847	-0.04018773897065353
22	AAMP	0.9970748639823274	1.0	0.06541637600236339
23	AANAT	0.4301778484345187	0.562219933322873	-738.8214880803536
24	AAR2	0.5796266327050039	0.6796008060176494	-0.24819167453691504
25	AARD			-0.0
26	AARS	0.03167351820670361	0.0668125065879974	-0.311105077432294
27	AARS2	0.3107619855453917	0.4559482412371747	-0.2595576352422011
28	AARSD1			-0.0
29	AASDH	0.9000089832861415	0.9247835942244962	-0.011131967012648847
30	AASDHPPT	0.3310098969321996	0.47569484947784113	-0.22915433968424592
31	AASS	0.0007847833812670612	0.0019922323364049226	2.305587272581048
32	AATBC	0.26386528663846665	0.39742678182746943	-739.1509597877911
33	AATF	0.8512022523462086	0.8890988097138225	-0.0411180494304495
34	AATK	0.0019089114185093397	0.004719976412697695	740.8767360758007
35	AB015752.1	0.15373980308589846	0.267284546241759	1.6703377367370846
36	ABALON	0.7390076609443792	0.802735606923889	0.27544562655691784
37	ABAT	0.9623142316203653	0.9758722753287192	-0.053265880984691094
38	ABCA1	0.7511506405367394	0.8122949931002054	0.15951624783181195
39	ABCA10	0.13494511067412518	0.23876138226280225	-0.5276475893528283
40	ABCA12	0.50300772696327	0.6303763495184531	0.07938226282763772
41	ABCA13	0.9581432059379007	0.97267596096927	0.210671047537196
42	ABCA2	0.040146772868070876	0.08318710546205679	0.9370895575386351
43	ABCA3	0.0013592741276573222	0.0034029244564137296	1.1845873510130476
44	ABCA4	0.20650689313857085	0.3321062598879177	739.6595750504879
45	ABCA5	0.012972888569126798	0.029576700486163506	-0.368948184733663
46	ABCA6	0.8909580816343871	0.9169610340203037	0.15092507567975488
47	ABCA7	0.9864550551669773	0.9951855185280444	0.004018110850655621
48	ABCA8	0.9453349448152906	0.9624591438781726	-0.11998641175676994
49	ABCA9	0.5945960746216228	0.6935051635187658	0.4651142810398463
50	ABCA9-AS1	0.8006274063112643	0.8512494541890054	0.40407186145020635
51	ABCB1	0.2377260181323494	0.3691910020610735	0.24124592813033718
52	ABCB10	0.700272270577679	0.7742811974285662	-0.17637217363622826
53	ABCB11	0.4301778484345187	0.562219933322873	-737.9736147201048
54	ABCB4	0.028400245062975206	0.060591796265653676	740.1280207545628
55	ABCB5	0.7390076609443792	0.802735606923889	0.3624387644894602
56	ABCB6			-0.0
57	ABCB7	0.10667402528196572	0.19636487476686315	-0.22906703457099686
58	ABCB8	0.8923545759815262	0.9181392344992987	0.07804760033337077
59	ABCB9	0.30849939049667574	0.4531936629509211	-0.3412622519355457
60	ABCC1	0.026463523357622604	0.057416914431860686	-0.28284710942095737
61	ABCC10	0.07990281369022784	0.15386640311764627	-0.44192575349320906
62	ABCC11	0.11359476384688413	0.20740682159825924	-739.639939440349
63	ABCC12			-0.0
64	ABCC2	0.18318497418508606	0.30434988232086296	0.429909082746498
65	ABCC3	0.0004018036510029497	0.0010347136152225513	1.9263390253466892
66	ABCC4	0.2897869851042427	0.42977905844434855	0.3511231732618352
67	ABCC5	0.2627814585770478	0.39742678182746943	0.2286517748893413
68	ABCC5-AS1			-0.0
69	ABCC6	0.5801949964373293	0.68015788911245	-0.5677726265125873
70	ABCC8	0.0019089114185093397	0.004719976412697695	740.8793631441728
71	ABCC9	0.014884166877433257	0.03348464792310182	1.8118676751392533
72	ABCD1	0.04731977254129265	0.0961729634622024	0.9037621891363612
73	ABCD2	0.5032063900382513	0.6305819877337723	0.06110254460816833
74	ABCD3	0.8098910757723536	0.8582569693309062	-0.03174027099862031
75	ABCD4	0.4893724234133724	0.6160313356926149	0.17079817304823153
76	ABCE1	0.12756039051545012	0.22759931386307689	-0.2682432509409771
77	ABCF1	0.9644414471361813	0.9776168474510927	0.04122789809243543
78	ABCF2			-0.0
79	ABCF2_ENSG00000033050			-0.0
80	ABCF3	0.7589255722804191	0.8191452133722656	-0.08912422488528904
81	ABCG1	0.014702820493255678	0.03310526058742415	0.8159250185218165
82	ABCG2	0.07674189224015239	0.14829778529924406	-739.7178765798293
83	ABCG4			-0.0
84	ABCG5			-0.0
85	ABCG8	0.20650689313857085	0.3321062598879177	738.6840513619347
86	ABHD1	0.20650689313857085	0.3321062598879177	738.6022693937696
87	ABHD10	0.39929750862017077	0.5501244660234267	-0.2015532880752473
88	ABHD11	0.8797986002075779	0.9099437988928784	-0.20156228806320353
89	ABHD12	0.007077700503701617	0.016647227678769128	-0.3829261795497918
90	ABHD12B	0.7390076609443792	0.802735606923889	0.10101016913230598
91	ABHD13	0.44255693824734965	0.5747499907523048	0.1664712317565069
92	ABHD14A	0.26386528663846665	0.39742678182746943	-738.6324769959913
93	ABHD14A-ACY1	0.3153744655887897	0.4608951716916467	1.3944367811791682
94	ABHD14B	0.5875684723947097	0.6868592175904007	-1.028553683195181
95	ABHD15	0.7295352818542484	0.7998675229833135	0.3293363221267178
96	ABHD15-AS1	0.31912981967446274	0.4631789529571756	-0.04217698193385466
97	ABHD16A	0.26386528663846665	0.39742678182746943	-739.3391827417536
98	ABHD16B	0.4301778484345187	0.562219933322873	-738.3698560744213
99	ABHD17A	0.8733601358870271	0.9048233661490982	0.05585751844529652
100	ABHD17B	0.30546930722248455	0.4499674040178138	0.21710399619958198
101	ABHD17C	0.5046843689003355	0.6321126924570537	0.5348881280990705
102	ABHD18	0.4401446253586748	0.5721651118054507	-0.08490445614858233
103	ABHD2	0.05425094022209998	0.10908804085320592	0.33259032915184483
104	ABHD3	0.02236470975887303	0.04923016383636834	-0.16887374122528254
105	ABHD4	0.9648727794099532	0.9779361585168806	-0.21257586400750927
106	ABHD5	0.4698475949803185	0.6035673648752291	0.16618283263765576
107	ABHD6	0.9808085111816152	0.9904642121709561	0.06192660025684793
108	ABHD8	0.8816603024958716	0.9112949771917	-0.18349338178196328
109	ABI1	0.4123117664641375	0.5546879263872759	-0.09206326369271706
110	ABI2	0.46618649173113635	0.5996033702478919	0.11127775230282322
111	ABI3	0.002439547474492526	0.005977168239603498	1.8407711751675482
112	ABI3BP	0.006807798487666952	0.016032248526388057	1.2588143206428968
113	ABL1	0.5077071197349808	0.6352268649165111	-0.06787322781003702
114	ABL2	0.42621980867834897	0.562219933322873	-0.10413920815644528
115	ABLIM1	4.7372221870388514e-08	1.32640475814562e-07	1.934444079358289
116	ABLIM2	0.944135459043708	0.961559990631105	0.14168297849492273
117	ABLIM3	0.0017995066720909486	0.004468970927051138	2.603692738775523
118	ABO	0.028400245062975206	0.060591796265653676	739.5729493342874
119	ABR	0.015343268264691963	0.03446688803039265	0.5007198307505334
120	ABRA			-0.0
121	ABRACL	0.6884379104258496	0.7634129812679857	0.11469464028157139
122	ABRAXAS1	0.35765108540720225	0.5071995799860682	-0.11248070553821243
123	ABRAXAS2	0.7933897466920489	0.846148782311666	-0.12196752800119848
124	ABT1	0.3439966821220076	0.49190468287132466	-0.43016216941881824
125	ABTB1	0.1533828042810199	0.267284546241759	-0.9254510478903604
126	ABTB2	0.41823234084782623	0.5567801989283938	-0.11265132851498683
127	AC000032.1			-0.0
128	AC000035.1			-0.0
129	AC000036.1			-0.0
130	AC000058.1	0.7390076609443792	0.802735606923889	-0.39096310302696047
131	AC000061.1	0.20650689313857085	0.3321062598879177	738.8934889060955
132	AC000067.1			-0.0
133	AC000068.1	0.9429360999270496	0.9607462313430223	0.18559998508377618
134	AC000068.2	0.6354410120233978	0.7271888810330193	0.4268471450400897
135	AC000068.3	0.31443843180686293	0.4602094383188317	1.5571974644005087
136	AC000093.1			-0.0
137	AC000099.1	0.20650689313857085	0.3321062598879177	738.3500608007868
138	AC000123.1			-0.0
139	AC000124.1			-0.0
140	AC000372.1			-0.0
141	AC000403.1			-0.0
142	AC001226.1			-0.0
143	AC001226.2	0.061581664290089204	0.12254249961685937	-0.5697254521397497
144	AC002056.2			-0.0
145	AC002064.1			-0.0
146	AC002064.2			-0.0
147	AC002066.1	0.04185785516241418	0.08649184904482805	0.9921556677261836
148	AC002070.1	0.46405734798506804	0.5972144550477259	0.3360624271395434
149	AC002074.1	0.4446438894902298	0.5770925539283833	-0.4808636963372219
150	AC002076.1			-0.0
151	AC002091.1	0.15493430210330078	0.267284546241759	1.2118139755475044
152	AC002091.2	0.4301778484345187	0.562219933322873	-738.2575454684344
153	AC002094.2			-0.0
154	AC002094.3			-0.0
155	AC002101.1	0.20650689313857085	0.3321062598879177	739.305938643982
156	AC002115.1			-0.0
157	AC002116.2	0.46198563222103683	0.5949260924457673	-0.39861132459204285
158	AC002127.2			-0.0
159	AC002128.2			-0.0
160	AC002306.1			-0.0
161	AC002310.1	0.6794073454883613	0.7565406058987435	0.18809754186148275
162	AC002310.2	0.9389552813956873	0.9578513979957661	0.02000637507708003
163	AC002310.4	0.06127083592043657	0.12196522858357513	-1.4497943718174051
164	AC002310.5	0.4301778484345187	0.562219933322873	-738.1433749390061
165	AC002347.1			-0.0
166	AC002347.2			-0.0
167	AC002351.1			-0.0
168	AC002375.1	0.7372121051357512	0.802735606923889	0.5845030418803159
169	AC002378.1	0.4301778484345187	0.562219933322873	-738.4003010883193
170	AC002383.1			-0.0
171	AC002384.1			-0.0
172	AC002386.1			-0.0
173	AC002398.1	0.055738887112416875	0.11178299799996745	2.0215809989071136
174	AC002398.2			-0.0
175	AC002401.1	0.27031078580155	0.40546395556896037	-2.034018923365185
176	AC002401.2			-0.0
177	AC002401.3			-0.0
178	AC002401.4			-0.0
179	AC002428.1	0.20650689313857085	0.3321062598879177	738.6840513619347
180	AC002429.2	0.5695735259572817	0.6699422989635411	0.18029070641158418
181	AC002451.1	0.4301778484345187	0.562219933322873	-738.944025930111
182	AC002454.1	0.20650689313857085	0.3321062598879177	739.2827416927398
183	AC002456.1			-0.0
184	AC002463.1	0.8557775124984888	0.8917080917503606	-0.24105204191009566
185	AC002464.1			-0.0
186	AC002465.1			-0.0
187	AC002467.1	0.20650689313857085	0.3321062598879177	738.478371698539
188	AC002470.1	0.4301778484345187	0.562219933322873	-738.4012316436144
189	AC002472.1			-0.0
190	AC002480.2	0.20650689313857085	0.3321062598879177	738.4943719193508
191	AC002480.3	0.26386528663846665	0.39742678182746943	-738.7600855711734
192	AC002480.4	0.07674189224015239	0.14829778529924406	-739.9181564603458
193	AC002511.1			-0.0
194	AC002511.2			-0.0
195	AC002546.1	0.27031078580155	0.40546395556896037	-1.9764804333839328
196	AC002550.1	0.45158746607518585	0.5849140224318888	0.47972162582362454
197	AC002550.2	0.20650689313857085	0.3321062598879177	738.8167129991053
198	AC002553.1			-0.0
199	AC002553.2	0.26386528663846665	0.39742678182746943	-738.918882843841
200	AC002558.2	0.05240726650170654	0.10566436302882903	-739.8859688148136
201	AC002563.1			-0.0
202	AC002985.1	0.036068030832627634	0.07522363589495544	-740.2537587596593
203	AC002996.1	0.8111082068940066	0.8583978907782183	0.18815363593504753
204	AC003001.1			-0.0
205	AC003002.1			-0.0
206	AC003002.2	0.7422084537085871	0.8045918500097298	0.11254479393640349
207	AC003005.1			-0.0
208	AC003005.2	0.26386528663846665	0.39742678182746943	-738.5482599233062
209	AC003006.1	0.9533918895880652	0.9691638717275821	-0.2216571842410726
210	AC003035.1	0.4301778484345187	0.562219933322873	-738.69496853561
211	AC003035.2			-0.0
212	AC003043.1			-0.0
213	AC003043.2			-0.0
214	AC003070.1			-0.0
215	AC003070.2			-0.0
216	AC003084.1			-0.0
217	AC003087.1			-0.0
218	AC003092.1			-0.0
219	AC003092.2	0.7390076609443792	0.802735606923889	0.3770118211876019
220	AC003101.1			-0.0
221	AC003101.2			-0.0
222	AC003102.1	0.004231511129399448	0.010174951888942357	2.64749644693746
223	AC003666.1	0.07371199871158989	0.1432456332631655	739.8172661922541
224	AC003681.1	0.9562424914626837	0.9713519611184265	-0.2394865214045101
225	AC003682.1	0.8557775124984888	0.8917080917503606	-0.29961214169161376
226	AC003684.1			-0.0
227	AC003688.1			-0.0
228	AC003956.1			-0.0
229	AC003958.2			-0.0
230	AC003965.1			-0.0
231	AC003965.2			-0.0
232	AC003973.2			-0.0
233	AC003975.1			-0.0
234	AC003982.1			-0.0
235	AC003984.1			-0.0
236	AC003985.1			-0.0
237	AC003985.2			-0.0
238	AC003986.1			-0.0
239	AC003986.2			-0.0
240	AC003986.3			-0.0
241	AC003988.1			-0.0
242	AC003991.1	0.019002514484043952	0.042232338195285046	0.7755739038901246
243	AC003991.2			-0.0
244	AC004009.1	0.4301778484345187	0.562219933322873	-738.36896805838
245	AC004012.1			-0.0
246	AC004014.1	0.20650689313857085	0.3321062598879177	738.6412928229388
247	AC004023.1			-0.0
248	AC004034.1	0.15413718904855414	0.267284546241759	1.4401827264148128
249	AC004039.1	0.5586211444390535	0.66739141279089	0.6895345689744383
250	AC004052.1	0.7372121051357512	0.802735606923889	0.5758809857186549
251	AC004053.1	0.054914973433885524	0.11032354285739533	-1.3569070626320654
252	AC004054.1			-0.0
253	AC004066.2			-0.0
254	AC004067.1			-0.0
255	AC004069.1			-0.0
256	AC004076.1	0.7029056265137266	0.7767690439713738	-0.014665090643611212
257	AC004076.2	0.8573033575646951	0.8922784578770185	0.3168406755667963
258	AC004080.2			-0.0
259	AC004112.1	0.7100184989473322	0.7833241423214342	0.17860998428624608
260	AC004130.1			-0.0
261	AC004147.2			-0.0
262	AC004148.1			-0.0
263	AC004148.2	0.27031078580155	0.40546395556896037	-1.5630018290840102
264	AC004149.1			-0.0
265	AC004156.1			-0.0
266	AC004158.1	0.0592350570515052	0.11823155582736959	-0.9813918001061852
267	AC004160.2	0.20650689313857085	0.3321062598879177	738.6829830020886
268	AC004217.1	0.26386528663846665	0.39742678182746943	-738.4997152493614
269	AC004221.1			-0.0
270	AC004223.2			-0.0
