	names	pvalues	qvalues	log2FC
0	A1BG	0.001608149525818073	0.004005855706476596	1.3406584386816565
1	A1BG-AS1	0.7074810859169633	0.7809782736586336	-0.8009641843809772
2	A1CF			0.0
3	A2M	0.09437899263137366	0.17631152898945318	-0.9103366996832589
4	A2M-AS1	0.41483820713966746	0.5546879263872759	0.9793850623892268
5	A2ML1	0.0832638157196112	0.1578125677163151	739.7296712429537
6	A2ML1-AS1	0.2488455013563201	0.38027497439753233	-740.0773737214408
7	A3GALT2			0.0
8	A4GALT	0.4163352832865458	0.5546879263872759	-739.3770026135039
9	A4GNT			0.0
10	AAAS	0.6434319645479398	0.7296092891230143	-0.38403146920851894
11	AACS	0.3680204847604487	0.5144840571567251	0.05602476646539856
12	AADAC	0.0832638157196112	0.1578125677163151	739.6583228597402
13	AADACL2	0.5670324071368691	0.66739141279089	-739.0324127487539
14	AADACL2-AS1	0.7406293158741101	0.803271490692751	-0.011692069061149724
15	AADACL3			0.0
16	AADACL4			0.0
17	AADAT	0.09364880027591849	0.1750614229293311	2.502169330979111
18	AAED1	0.049270445080070994	0.09985932408191835	1.0462614091859384
19	AAGAB	0.06115883852297447	0.12180876028058682	0.2232848944732564
20	AAK1	0.5658201893991339	0.66739141279089	0.056422226625208904
21	AAMDC	0.6644721385060097	0.7428441879422838	0.1528481106795594
22	AAMP	0.0003653345830318795	0.0009423695668215753	1.40975616935587
23	AANAT			0.0
24	AAR2	0.18042833655266344	0.30031705894429356	0.4391959560718055
25	AARD			0.0
26	AARS	0.016969775456343036	0.03793887552960527	0.37869980923710467
27	AARS2	0.8007516614618568	0.8513515794366504	-0.23372656175179474
28	AARSD1			0.0
29	AASDH	0.23753983533132872	0.3689211574391947	0.11721983187139107
30	AASDHPPT	0.08648112212203483	0.1627518803164199	0.4855908305650851
31	AASS	0.26884494078309906	0.40380320584860774	-1.7869330350247394
32	AATBC			0.0
33	AATF	0.041037923593607646	0.08489378615886732	0.22178673687511918
34	AATK	0.15696729141545332	0.2675319129934495	-740.8767360758007
35	AB015752.1	0.2488455013563201	0.38027497439753233	-740.3525363227724
36	ABALON	0.5670324071368691	0.66739141279089	-738.5880168926265
37	ABAT	0.5920972066205819	0.691196319213289	-0.33200166633342354
38	ABCA1	0.002133456530925297	0.005254031730596948	0.6470139917541979
39	ABCA10	0.05556673440831151	0.1114941448928511	-1.2606301586715492
40	ABCA12	0.633484928232515	0.7262445244533501	0.40447509835363515
41	ABCA13	0.43321107501732226	0.5649702380592856	0.8683913586489651
42	ABCA2	0.12596546765628547	0.2250045135206304	-740.6412147371991
43	ABCA3	0.06560030739646656	0.12992405594862694	-1.548310947089441
44	ABCA4	0.5670324071368691	0.66739141279089	-739.6595750504879
45	ABCA5	0.3677440488848378	0.5142861680927214	-0.3693560863692842
46	ABCA6	0.5028181676895356	0.6301858400733292	-0.7227526442978078
47	ABCA7	0.7289672136994736	0.7996150384919466	-0.167564602888165
48	ABCA8	0.4163352832865458	0.5546879263872759	-739.3696592382512
49	ABCA9	0.33447792791724174	0.48004329909157467	-1.2137691440190062
50	ABCA9-AS1	0.4163352832865458	0.5546879263872759	-739.8705119916932
51	ABCB1	0.33946542706302285	0.48630319511337566	-0.6065683948760081
52	ABCB10	0.42188539877106035	0.5608287711241413	0.036622995173549056
53	ABCB11			0.0
54	ABCB4	0.9970462762891046	1.0	0.14983576380015684
55	ABCB5	0.41483820713966746	0.5546879263872759	0.7289418754060897
56	ABCB6			0.0
57	ABCB7	0.1810662065233818	0.30123032236507186	0.18612503147221715
58	ABCB8	0.30986372843187227	0.4548580874370136	0.24282280590514738
59	ABCB9	0.514126797963129	0.6352797737229341	0.016817275370992757
60	ABCC1	0.8386780997126942	0.8799992321827179	-0.08669070911444998
61	ABCC10	0.009266559022037936	0.021521630234376688	0.7596428486777689
62	ABCC11			0.0
63	ABCC12			0.0
64	ABCC2	0.39600409989625807	0.5462596470611126	0.002448442034852949
65	ABCC3	0.12116590599851254	0.21966484363762862	-1.2210136920494503
66	ABCC4	0.9897397957864226	0.9978895427788783	-0.2619436712809773
67	ABCC5	0.8896098176611658	0.9158163123885308	-0.2817274424930951
68	ABCC5-AS1			0.0
69	ABCC6	0.31860364036859445	0.46287295543438783	-739.5100213601954
70	ABCC8	0.15696729141545332	0.2675319129934495	-740.8793631441728
71	ABCC9	0.12596546765628547	0.2250045135206304	-740.9607194384034
72	ABCD1	0.8827053240264185	0.9122045251024689	-0.005871347416712247
73	ABCD2	0.25843513639205595	0.3933737317809794	-0.37817834573337583
74	ABCD3	0.5761008583995832	0.676532454386736	-0.05018040585068917
75	ABCD4	0.5992880584740427	0.6980938446492291	-0.2741948208870446
76	ABCE1	0.1549561435913756	0.267284546241759	0.27706380403143305
77	ABCF1	0.44934279577436376	0.5824036987137943	0.16507205897303523
78	ABCF2			0.0
79	ABCF2_ENSG00000033050			0.0
80	ABCF3	0.10352430888849991	0.19105475838666106	0.5180391041046066
81	ABCG1	0.2992426324373325	0.44164779790938735	-0.6239786930902835
82	ABCG2	0.0832638157196112	0.1578125677163151	739.5395888970022
83	ABCG4			0.0
84	ABCG5			0.0
85	ABCG8	0.5670324071368691	0.66739141279089	-738.6840513619347
86	ABHD1	0.5670324071368691	0.66739141279089	-738.6022693937696
87	ABHD10	0.20129870285110818	0.32953535608705065	0.4013366148998454
88	ABHD11	0.3819008644511326	0.5301008962445707	0.436808567261056
89	ABHD12	0.02470460909318317	0.053884635184423435	0.27901809458369087
90	ABHD12B	0.5670324071368691	0.66739141279089	-737.9679577067209
91	ABHD13	0.14925094245256143	0.2611951659586678	0.3459340488131528
92	ABHD14A	0.014125041967251306	0.031881858003999335	740.5461555914648
93	ABHD14A-ACY1	0.4163352832865458	0.5546879263872759	-739.7027292606746
94	ABHD14B	0.7406293158741101	0.803271490692751	0.2037564544312378
95	ABHD15	0.15696729141545332	0.2675319129934495	-740.6832778094085
96	ABHD15-AS1	0.7411716216070242	0.8036982298193389	-0.0814348681294721
97	ABHD16A	0.0832638157196112	0.1578125677163151	740.2520701114855
98	ABHD16B			0.0
99	ABHD17A	0.008285503862949212	0.019345110881906536	0.3939047902300159
100	ABHD17B	0.9961761234039745	1.0	-0.1914353717063766
101	ABHD17C	0.22914660267870746	0.35710162076468505	0.37494663569302
102	ABHD18	0.16940644011460249	0.28494115420454713	0.07467552677578404
103	ABHD2	0.31353750878134934	0.45948450420301334	-0.48353548359692256
104	ABHD3	0.3204995132230366	0.4631789529571756	-0.12996817880804903
105	ABHD4	0.049942284602940964	0.1011243381555475	1.0670816248768507
106	ABHD5	0.15780349474786315	0.26848292492485193	0.38015074718426956
107	ABHD6	0.5110808310890567	0.6352797737229341	0.11467258244072998
108	ABHD8	0.6612297841857118	0.7396818753614258	0.14029203439897175
109	ABI1	0.2594105933645017	0.3947135665973493	-0.24415576531151673
110	ABI2	0.6729601806338013	0.7509892041112327	-0.03383953534812956
111	ABI3	0.04418436642644613	0.09091087166716626	-741.4064291576047
112	ABI3BP	0.29632065681263997	0.43781003768665877	-0.7268210621050115
113	ABL1	0.5179631628122414	0.6352797737229341	0.029195241799996885
114	ABL2	0.944893783947303	0.9622409651329169	-0.07784367576171225
115	ABLIM1	0.08217723474733482	0.15744162341020543	-0.8557286541326701
116	ABLIM2	0.4163352832865458	0.5546879263872759	-739.7109480362217
117	ABLIM3	0.7180055931280727	0.7903001333558866	-0.19268615762997143
118	ABO	0.31860364036859445	0.46287295543438783	-739.5729493342874
119	ABR	0.003211766272695639	0.007796400828909966	-1.099754231490571
120	ABRA			0.0
121	ABRACL	0.000297285016885346	0.0007704554312617862	1.3670973876260983
122	ABRAXAS1	0.1812829443867936	0.3015633901170292	0.07050250041746642
123	ABRAXAS2	0.24178002867021375	0.3744125182464022	-0.38562560882761154
124	ABT1	0.001495793756359203	0.0037336296115921728	1.3157718141841226
125	ABTB1	0.7998787145867867	0.850602184628102	-0.1675042251386758
126	ABTB2	0.006128014821622378	0.014486926016238393	0.5169147586298029
127	AC000032.1	0.0832638157196112	0.1578125677163151	739.3670441914743
128	AC000035.1			0.0
129	AC000036.1			0.0
130	AC000058.1	0.5670324071368691	0.66739141279089	-738.0914858588515
131	AC000061.1	0.5670324071368691	0.66739141279089	-738.8934889060955
132	AC000067.1			0.0
133	AC000068.1	0.2488455013563201	0.38027497439753233	0.6043670930784
134	AC000068.2	0.4163352832865458	0.5546879263872759	-739.2022873216735
135	AC000068.3	0.4163352832865458	0.5546879263872759	-739.8081532733513
136	AC000093.1			0.0
137	AC000099.1	0.5670324071368691	0.66739141279089	-738.3500608007868
138	AC000123.1			0.0
