	names	pvalues	qvalues	log2FC
0	A1BG	0.6150279699839365	0.7108242806509001	0.3496201251467479
1	A1BG-AS1	0.014203739386499707	0.032052347186005824	1.243054561503386
2	A1CF			-0.0
3	A2M	0.0001888377461039916	0.0004931482908608429	1.6979212109438295
4	A2M-AS1	0.36057433953314777	0.5071995799860682	-738.8464009240361
5	A2ML1	0.525302408922329	0.6386520894642504	1.4717322743549897
6	A2ML1-AS1	0.014173155631977965	0.031985310229068996	1.6560192646420462
7	A3GALT2	0.26234407852762265	0.3973637379844362	-739.5158926023006
8	A4GALT	0.12282231621578027	0.22016851431729503	738.9671263541147
9	A4GNT			-0.0
10	AAAS	0.025609015615892895	0.05570207515818547	-0.8418801800191318
11	AACS	0.00020404397454793096	0.0005319452286903735	-1.4010636054457164
12	AADAC			-0.0
13	AADACL2			-0.0
14	AADACL2-AS1	0.028913956408953775	0.06145845843121759	740.401542216603
15	AADACL3			-0.0
16	AADACL4			-0.0
17	AADAT	0.525302408922329	0.6386520894642504	1.7242240085675151
18	AAED1	0.7308428739296672	0.8010700244525882	-0.22122022446415812
19	AAGAB	0.0006935138249195745	0.0017656740388091415	-0.5632051992594302
20	AAK1	3.3978267533026638e-18	9.85307631090473e-18	-1.2479013314065466
21	AAMDC	0.08464754407251374	0.159726425721601	-0.517281116008558
22	AAMP	0.8197743712369313	0.8645260514948653	-0.09256127634993527
23	AANAT	0.5188254129507807	0.6352797737229341	-738.8214880803536
24	AAR2	0.12753629812186384	0.2275585532553759	-0.3434688366078684
25	AARD			-0.0
26	AARS	3.5596070164679e-11	1.0161614144711632e-10	-1.393006387478418
27	AARS2	0.004458720363017985	0.010680315927090518	-1.4975022820369057
28	AARSD1			-0.0
29	AASDH	0.43209741433420057	0.5638139223896008	-0.07662426503984143
30	AASDHPPT	0.04509519819901257	0.092136844988198	-0.39482539958375007
31	AASS	7.547399061408634e-06	2.0527989000476504e-05	2.811245903077723
32	AATBC	0.36057433953314777	0.5071995799860682	-739.1509597877911
33	AATF	0.0011839346672316525	0.002974192511623018	-0.5310305637637722
34	AATK	0.007417450714033088	0.01739430055067517	740.4732500319393
35	AB015752.1	0.13370796675989255	0.2368978462579885	1.8065356009191649
36	ABALON	0.5188254129507807	0.6352797737229341	-738.3125712660695
37	ABAT	0.12842533655008176	0.22898130413575105	0.6835708129766922
38	ABCA1	2.2509953132555097e-05	6.0555117366962095e-05	0.9731775973627277
39	ABCA10	0.02645588874245636	0.05740103274332811	-0.6376356664858456
40	ABCA12	0.19524536746403498	0.32149515259456607	-739.75549858837
41	ABCA13	0.14733576181757643	0.25821524194352546	-739.8633313917613
42	ABCA2	0.004890366767531168	0.011664635024709727	1.62534812465696
43	ABCA3	0.3761301932019554	0.5236251366838061	0.5432419592671538
44	ABCA4	0.12282231621578027	0.22016851431729503	739.1519451175451
45	ABCA5	1.6929866507915296e-06	4.654271461788344e-06	-0.8306409696120692
46	ABCA6	0.4864960200519324	0.6131807227296714	-0.19133405545394977
47	ABCA7	0.5932926518870253	0.6922152445097443	0.04843598563958462
48	ABCA8	0.8458338216693246	0.8843378967991729	0.20743397568459265
49	ABCA9	0.9414233330281929	0.9597946994628853	0.04408863197110913
50	ABCA9-AS1	0.8381129101248571	0.879517514587118	0.12138519856530738
51	ABCB1	0.09080455960048692	0.17026286687613942	1.0059454804188386
52	ABCB10	0.0035074548473405073	0.008493933914162907	-0.7267470696012408
53	ABCB11	0.5188254129507807	0.6352797737229341	-737.9736147201048
54	ABCB4	1.9898421355689e-14	5.733713058750269e-14	742.5923522395638
55	ABCB5	0.04584302262075164	0.09347681634147428	2.0898839533062863
56	ABCB6			-0.0
57	ABCB7	0.38214217431111197	0.5303309084511444	-0.04395587892306407
58	ABCB8	0.002738154153325711	0.00668159143587483	-0.9598613604931372
59	ABCB9	0.0013848505261278058	0.003465242267002713	-3.238319953920651
60	ABCC1	0.5058461671764434	0.6333155816324589	-0.03767632402363574
61	ABCC10	0.054382984517747826	0.10933426936534006	-0.37780917708240924
62	ABCC11	0.6420050303876268	0.7296092891230143	-0.016795775403846136
63	ABCC12			-0.0
64	ABCC2	0.08114738329089506	0.15590582808337394	-0.9002254042446585
65	ABCC3	0.27035141779444594	0.4054682130389059	0.7808434530912813
66	ABCC4	0.0002477295446707785	0.0006438278250029962	0.8839940017369674
67	ABCC5	0.49198300085757307	0.6186612146238765	0.25652489440182347
68	ABCC5-AS1			-0.0
69	ABCC6	0.9640901975762288	0.977369440678704	0.6018601851672334
70	ABCC8			-0.0
71	ABCC9	0.885760609366463	0.9131216148559114	0.21199996755499306
72	ABCD1	0.2922777939874499	0.43274472271828957	-0.47685038252278655
73	ABCD2	6.702040158137481e-05	0.00017796646849364427	-0.9985075783863604
74	ABCD3	0.021882602710347678	0.04823004970059276	-0.28950282869278077
75	ABCD4	0.2064066382914891	0.3321062598879177	-0.10557225627830014
76	ABCE1	0.0009868771037141884	0.0024898752740224453	-0.5239191339036902
77	ABCF1	0.008604963905527355	0.02006350818114726	-0.6185055860285029
78	ABCF2			-0.0
79	ABCF2_ENSG00000033050			-0.0
80	ABCF3	0.09708333140613312	0.1806448439590298	-0.7844232062684986
81	ABCG1	3.2534116942665617e-08	9.121756163675827e-08	1.7280245764952225
82	ABCG2	0.14733576181757643	0.25821524194352546	-739.7178765798293
83	ABCG4			-0.0
84	ABCG5			-0.0
85	ABCG8			-0.0
86	ABHD1	0.028913956408953775	0.06145845843121759	739.7530199711201
87	ABHD10	0.7125913995966815	0.7856209262167754	0.07759176049240679
88	ABHD11	0.0815827482765554	0.1565759766741439	-2.0015846075442445
89	ABHD12	1.1105977710029484e-06	3.061967345909447e-06	-0.9105587029587243
90	ABHD12B	0.5188254129507807	0.6352797737229341	-737.8669475375885
91	ABHD13	0.036075483229540066	0.07523745792885657	-0.43934915131863006
92	ABHD14A	0.36057433953314777	0.5071995799860682	-738.6324769959913
93	ABHD14A-ACY1	0.5188254129507807	0.6352797737229341	-738.3082924794954
94	ABHD14B	0.9577666622937264	0.9724452624312006	0.2132951478284184
95	ABHD15	0.2684515622626109	0.4033022109704393	0.7982677889278564
96	ABHD15-AS1	2.6308738527012855e-10	7.479102449514796e-10	1.2142484444281667
97	ABHD16A	0.36057433953314777	0.5071995799860682	-739.3391827417536
98	ABHD16B	0.5188254129507807	0.6352797737229341	-738.3698560744213
99	ABHD17A	0.6910119805584847	0.7656528945965996	0.03607528186838005
100	ABHD17B	0.8852836377557501	0.9131216148559114	0.1353119166447121
101	ABHD17C	0.23074069790731488	0.35936170176701204	-0.484280239247302
102	ABHD18	0.04706752437791212	0.09570721972641563	-0.20730059163685766
103	ABHD2	0.13613305395420935	0.24051623474168865	0.46148354993456064
104	ABHD3	4.688248035947967e-07	1.2983804509662505e-06	-0.45457303816871053
105	ABHD4	0.5911085716665487	0.6901482337020557	-0.08491559529553871
106	ABHD5	0.10668077723693412	0.1963733397480949	-0.3667054673206329
107	ABHD6	2.279197467621811e-05	6.130385071595334e-05	1.5909550519381046
108	ABHD8	0.23769752886680207	0.3691499012657132	-0.7247229847347727
109	ABI1	0.0003512471649337396	0.0009066598203897018	0.36741497812715684
110	ABI2	0.13331771758883737	0.23637106393360924	-0.16058974358386058
111	ABI3	0.01245489859339335	0.028467269350060814	1.7217348657066864
112	ABI3BP	0.7767866099201054	0.8334272674492099	-0.40484145419445383
113	ABL1	0.1524559641311449	0.2661989002870569	-0.022659151877785444
114	ABL2	0.0198198938499515	0.04395680139998972	-0.2809353346254324
115	ABLIM1	1.4100945757167247e-24	4.109598739174163e-24	2.8327347547773902
116	ABLIM2	0.27108293637671255	0.40628802915712336	0.764359364925796
117	ABLIM3	0.013135814072086744	0.029920474500424232	2.267982268663884
118	ABO			-0.0
119	ABR	2.141812401230356e-15	6.18343484639246e-15	1.3141292725794118
120	ABRA			-0.0
121	ABRACL	0.41948315433507743	0.558164250269928	-0.08914892188960089
122	ABRAXAS1	0.8447249960472074	0.8839741785288198	0.04153369020611919
123	ABRAXAS2	0.3025180002984569	0.44608478701254595	-0.15085740333951803
124	ABT1	0.6606720285660859	0.739144081179707	-0.10689024717688733
125	ABTB1	0.1929183664369507	0.3186663226061624	0.42358586650781405
126	ABTB2	8.831435720034151e-05	0.00023367705499321165	-1.1742042530278
127	AC000032.1			-0.0
128	AC000035.1			-0.0
129	AC000036.1			-0.0
130	AC000058.1	0.5188254129507807	0.6352797737229341	-738.4824489618785
131	AC000061.1			-0.0
132	AC000067.1			-0.0
133	AC000068.1	0.26234407852762265	0.3973637379844362	-739.258829574485
134	AC000068.2	0.885760609366463	0.9131216148559114	0.15864551785734005
135	AC000068.3	0.5188254129507807	0.6352797737229341	-738.2509558089508
136	AC000093.1			-0.0
137	AC000099.1			-0.0
138	AC000123.1			-0.0
139	AC000124.1			-0.0
140	AC000372.1			-0.0
141	AC000403.1			-0.0
142	AC001226.1			-0.0
143	AC001226.2	0.4801674579141738	0.6109622117256772	-0.03791706958500107
144	AC002056.2			-0.0
145	AC002064.1			-0.0
146	AC002064.2			-0.0
147	AC002066.1	0.47947977621164417	0.6109622117256772	0.3689451691089696
148	AC002070.1	0.7281543460539595	0.7989007772154901	-0.395647665906655
149	AC002074.1	0.06637461030737644	0.13124665994080992	-740.6322273281642
150	AC002076.1			-0.0
151	AC002091.1	0.36912521982189694	0.5155535873122601	0.9037901323193429
152	AC002091.2	0.5271999116267199	0.6395088191982554	0.5901680484544745
153	AC002094.2			-0.0
154	AC002094.3			-0.0
155	AC002101.1			-0.0
156	AC002115.1			-0.0
157	AC002116.2	0.413711190531753	0.5546879263872759	-0.1302328189185471
158	AC002127.2			-0.0
159	AC002128.2			-0.0
160	AC002306.1			-0.0
161	AC002310.1	0.8074155167095824	0.8566639224170035	0.15148552438689
162	AC002310.2	0.32966995168644986	0.47402693483531855	-0.455285784171803
163	AC002310.4	0.4259137392212413	0.562219933322873	-0.018307972174054665
