	names	pvalues	qvalues	log2FC
0	A1BG	0.0007593795210375101	0.001929784092921808	-1.8980877950414154
1	A1BG-AS1	0.21308014764526328	0.34141944413520375	1.5413833618682404
2	A1CF			-0.0
3	A2M	0.4838037638528989	0.6109622117256772	0.3941189356320898
4	A2M-AS1	0.15663346495389865	0.267284546241759	-739.646524952881
5	A2ML1	0.6161349076562841	0.7108242806509001	0.1374983216358121
6	A2ML1-AS1	0.08342885609206407	0.1579956647958613	740.9341813510188
7	A3GALT2			-0.0
8	A4GALT	0.48441427181668906	0.6109622117256772	738.9671263541147
9	A4GNT			-0.0
10	AAAS	0.13224067168460465	0.23493651533727775	-0.5728345054408854
11	AACS	1.2999084835355988e-06	3.5801170133967058e-06	-1.7605257936101777
12	AADAC	0.15663346495389865	0.267284546241759	-739.6583228597402
13	AADACL2			-0.0
14	AADACL2-AS1	1.0	1.0	0.49016925452806515
15	AADACL3			-0.0
16	AADACL4			-0.0
17	AADAT	0.218950650742328	0.34788259750488937	-1.0134371107798419
18	AAED1	0.012765340200218639	0.029129367253167632	-1.427118889341017
19	AAGAB	2.0308908544612122e-05	5.469044806355718e-05	-0.7810500178260456
20	AAK1	1.407433802116053e-12	4.0373929530998316e-12	-1.2018755486551056
21	AAMDC	0.1249593268581257	0.22361684756070957	-0.6299414877174638
22	AAMP	0.0008962473723155367	0.0022678058900983205	-1.5677338217081687
23	AANAT			-0.0
24	AAR2	0.03335799050269051	0.07002478896726294	-0.5344731181427589
25	AARD			-0.0
26	AARS	4.5504272447163844e-11	1.2983809802884122e-10	-1.4606011192832287
27	AARS2	0.03141190791451326	0.06630053712626532	-1.0042180850429099
28	AARSD1			-0.0
29	AASDH	0.07487871033994817	0.14525600104917255	-0.18271212989858365
30	AASDHPPT	0.011742660068037083	0.026919985844726112	-0.6512618904645893
31	AASS	0.08472484015884872	0.15985408776127558	2.2925916655214142
32	AATBC			-0.0
33	AATF	1.7360968960985748e-05	4.681268148524409e-05	-0.7116992512084419
34	AATK	0.22288856802844925	0.34864474420522673	740.4732500319393
35	AB015752.1	0.22288856802844925	0.34864474420522673	740.4887341869545
36	ABALON			-0.0
37	ABAT	0.1541380201514497	0.267284546241759	1.0688383602948068
38	ABCA1	0.9977085996745353	1.0	0.1666473577767178
39	ABCA10	0.21894844518504064	0.34788259750488937	1.1506420815385319
40	ABCA12	0.044586376323736424	0.0912132275151241	-740.2393559495513
41	ABCA13	0.044586376323736424	0.0912132275151241	-740.9423937979475
42	ABCA2	0.06119089015728568	0.12181539589641975	741.3294733043175
43	ABCA3	0.4731657648977382	0.6068471722868354	0.9069655553435472
44	ABCA4	0.48441427181668906	0.6109622117256772	739.1519451175451
45	ABCA5	0.16455539839319788	0.27759068213643556	-0.09233669850912207
46	ABCA6	0.7902592523884073	0.8434759709475663	0.3804935131641032
47	ABCA7	0.9194873049551315	0.9413772790788114	0.211982477677094
48	ABCA8	0.48441427181668906	0.6109622117256772	739.6970796256925
49	ABCA9	0.5299589165418159	0.6422114018442082	0.792743494950269
50	ABCA9-AS1	0.32066528233311964	0.4631789529571756	739.5878253288083
51	ABCB1	0.21066642536405522	0.3380122047276601	1.3712679471645095
52	ABCB10	0.0036447294689068467	0.008817354283818893	-0.5869978911385616
53	ABCB11			-0.0
54	ABCB4	0.0015457322322306195	0.003854693002668307	2.314495721200741
55	ABCB5	0.7257928776443912	0.7968277393305923	0.9985033134107364
56	ABCB6			-0.0
57	ABCB7	0.39966312561249395	0.5505741202458521	-0.0010138758242843604
58	ABCB8	0.0008677871288162464	0.0021975907762013646	-1.2807317667316553
59	ABCB9	0.0028445433214870875	0.006933408028574305	-2.913874977356098
60	ABCC1	0.30071583003281266	0.44364974393891565	0.3318614945117716
61	ABCC10	0.006737996548856723	0.015876065971199706	-0.6955262722669691
62	ABCC11	0.48441427181668906	0.6109622117256772	739.6231436649451
63	ABCC12			-0.0
64	ABCC2	0.001985263523740423	0.004900924506143386	-1.3325829290260094
65	ABCC3	0.7360031919513841	0.802735606923889	0.07551811979404244
66	ABCC4	0.08599406749904798	0.162020846746414	0.7948144997561095
67	ABCC5	0.9511284699219046	0.9672776967543961	0.3096005620055773
68	ABCC5-AS1			-0.0
