	names	pvalues	qvalues	log2FC
0	A1BG	0.486519449228373	0.6131885142044022	-0.557429356359759
1	A1BG-AS1	0.17405127457430425	0.29135385265304536	0.7404191774872633
2	A1CF			-0.0
3	A2M	0.17822887527874443	0.29708178900033383	-0.5162177640511691
4	A2M-AS1	0.41446221869827415	0.5546879263872759	-738.6671398904917
5	A2ML1	0.2228815532819517	0.34864474420522673	739.8671695645895
6	A2ML1-AS1	0.1963698577592633	0.3229111379973806	0.8568076295780176
7	A3GALT2			-0.0
8	A4GALT	0.8111959846536967	0.8583978907782183	-0.4098762593891925
9	A4GNT			-0.0
10	AAAS	0.02041889040270194	0.045185261802111076	-0.9568659746494044
11	AACS	1.069881307259227e-05	2.9006010278149435e-05	-1.7045010271447791
12	AADAC			-0.0
13	AADACL2	0.41446221869827415	0.5546879263872759	-739.0324127487539
14	AADACL2-AS1	0.6855447446217746	0.7609821693489611	0.4784771854669154
15	AADACL3			-0.0
16	AADACL4			-0.0
17	AADAT	0.7756218023869674	0.8324124655412447	1.4887322201992692
18	AAED1	0.3843781660428264	0.5328015339729196	-0.3808574801550786
19	AAGAB	0.0030986664455539305	0.007529974564719706	-0.5577651233527892
20	AAK1	5.2742520433952206e-14	1.5182839854832045e-13	-1.1454533220298968
21	AAMDC	0.16295700695463455	0.2752278143130968	-0.47709337703790444
22	AAMP	0.8260595508467954	0.8697411739807528	-0.15797765235229866
23	AANAT			-0.0
24	AAR2	0.2905125586086966	0.4306695371765074	-0.09527716207095338
25	AARD			-0.0
26	AARS	6.977930393536871e-07	1.928569263365402e-06	-1.0819013100461239
27	AARS2	0.03327742985647626	0.06988543821181824	-1.2379446467947046
28	AARSD1			-0.0
29	AASDH	0.40163234176062945	0.5530279190643663	-0.06549229802719259
30	AASDHPPT	0.23815290553172097	0.3697343269107774	-0.16567105989950415
31	AASS	0.2603931871199727	0.3960104318506492	0.5056586304966748
32	AATBC			-0.0
33	AATF	0.003456855938177225	0.008376070643787314	-0.4899125143333227
34	AATK	0.6766140258116986	0.7542314120566014	-0.4034860438615202
35	AB015752.1	0.8816348224814026	0.9112789695918307	0.13619786418208024
36	ABALON	0.41446221869827415	0.5546879263872759	-738.5880168926265
37	ABAT	0.1569456551133733	0.2675319129934495	0.7368366939613833
38	ABCA1	0.0005450309410630999	0.0013941588919489545	0.8136613495309157
39	ABCA10	0.3247956804613006	0.4679258063860931	-0.10998807713301728
40	ABCA12	0.10117921540873696	0.18721182939136738	-739.8348808511977
41	ABCA13	0.15611008760093248	0.267284546241759	-740.0740024392985
42	ABCA2	0.43814433711417844	0.5701012119672133	0.688258567118325
43	ABCA3	0.09882163784870462	0.183583417509352	-0.6413453917458938
44	ABCA4	0.7784409182671745	0.8334272674492099	-0.5076299329427538
45	ABCA5	0.005636917695068349	0.013366837815419317	-0.46169278487840626
46	ABCA6	0.587586979313829	0.6868676445320108	-0.34225913113370465
47	ABCA7	0.605693880879284	0.7042783274273358	0.044417874788929
48	ABCA8	0.8135268790098691	0.8594731414514867	0.3274203874413626
49	ABCA9	0.628173008422898	0.7217819412554681	-0.4210256490687372
50	ABCA9-AS1	0.6912960836576165	0.7657769438598848	-0.28268666288489896
51	ABCB1	0.5829321211851783	0.6822786320742866	0.7646995522885014
52	ABCB10	0.011405967668136913	0.026192566381927965	-0.5503748959650125
53	ABCB11			-0.0
54	ABCB4	1.4596879117072125e-07	4.0664709489950547e-07	2.4643314850008977
55	ABCB5	0.15397153587246706	0.267284546241759	1.727445188816826
56	ABCB6			-0.0
57	ABCB7	0.6617714023251434	0.7402014941933224	0.1851111556479328
58	ABCB8	0.0056443855429965505	0.013383502292982005	-1.037908960826508
59	ABCB9	0.010943019631918951	0.02522218744531664	-2.8970577019851054
60	ABCC1	0.2660974269461922	0.40036556246260335	0.24517078539732162
61	ABCC10	0.6612952647048213	0.739746050452792	0.06411657641079982
62	ABCC11	0.2228815532819517	0.34864474420522673	739.6231436649451
63	ABCC12			-0.0
64	ABCC2	0.010424324595934177	0.024088461706448478	-1.3301344869911564
65	ABCC3	0.07773723664843776	0.1500812771267683	-1.1454955722554079
66	ABCC4	0.01840097589159052	0.04096832914636399	0.5328708284751322
67	ABCC5	0.7850569801127901	0.8390357769223489	0.02787311951248217
68	ABCC5-AS1			-0.0
69	ABCC6	0.6146396758077324	0.7108242806509001	1.1696328116798207
70	ABCC8	0.04436204318799991	0.09118489462307622	-740.8793631441728
71	ABCC9	0.10970532545001249	0.2013142828678621	-1.5998677075842602
72	ABCD1	0.0241156727347438	0.05269586245960647	-1.3806125716591477
73	ABCD2	1.4828348141028863e-05	4.005885542353075e-05	-1.0596101229945287
74	ABCD3	0.0502217299968203	0.10163938796191783	-0.25776255769416045
75	ABCD4	0.09568402088222878	0.17831217714071274	-0.27637042932653166
76	ABCE1	0.04111492222034908	0.08504342471489816	-0.25567588296271304
77	ABCF1	0.011419853056412228	0.02622346213208294	-0.6597334841209384
78	ABCF2			-0.0
79	ABCF2_ENSG00000033050			-0.0
80	ABCF3	0.06964121757213533	0.13674817322706587	-0.6952989813832096
81	ABCG1	0.004703704724250604	0.011237921905574186	0.9120995579734059
82	ABCG2			-0.0
83	ABCG4			-0.0
84	ABCG5			-0.0
